wt-presidents-cup-asia-2025	2025 Presidents Cup Asia	2025-04-23	Tai'an, China	Presidents Cup
asian-open-2026	2026 Asian Taekwondo Indonesia Open Championships	2026-08-03	Jakarta, Indonesia	International, G2
el-hassan-open-2026	2026 El Hassan International Open	2026-08-07	Amman, Jordan	International, G1
