EventID	Division	Round	Match No	Winner	Winner NOC	Loser	Loser NOC	Method	Score
presidents-cup-america-2026	Senior Men -54kg	R32	219	MENEZES André	BRA	RAMIREZ Daniel Jah	COL	RSC	2:0
presidents-cup-america-2026	Senior Men -54kg	R32	220	MARTINE Ryan	HAI	FIGUEROA Carlos	MEX	PTF	2:0
presidents-cup-america-2026	Senior Men -54kg	R32	221	CHAU Ngai Long	HKG	VAZQUEZ Axel Danie	MEX	PTF	2:1
presidents-cup-america-2026	Senior Men -54kg	R16	226	GUN Youngsuk Ethan	USA	BONET Sebastian	ARG	PTF	2:0
presidents-cup-america-2026	Senior Men -54kg	R16	227	GILLIARD Matheus	BRA	LUCIANO Joaquin Pa	USA	PTF	2:0
presidents-cup-america-2026	Senior Men -54kg	R16	228	MARQUES Flavio	BRA	MENEZES André	BRA	PTF	2:0
presidents-cup-america-2026	Senior Men -54kg	R16	229	CHAU Ngai Long	HKG	MARTINE Ryan	HAI	PTF	2:0
presidents-cup-america-2026	Senior Men -54kg	QF	232	GUN Youngsuk Ethan	USA	GILLIARD Matheus	BRA	RSC	2:0
presidents-cup-america-2026	Senior Men -54kg	QF	233	CHAU Ngai Long	HKG	MARQUES Flavio	BRA	PTF	2:1
presidents-cup-america-2026	Senior Men -54kg	SF	235	GUN Youngsuk Ethan	USA	CHAU Ngai Long	HKG	PTF	2:1
presidents-cup-america-2026	Senior Men -54kg	F	236	GUN Youngsuk Ethan	USA	MORENO Franco Javi	PER	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R32	1106	HOLDER Chioke	BAR	OCHOA Diego Rodrig	MEX	PTF	2:1
presidents-cup-america-2026	Senior Men +87kg	R32	1107	SILVA Cesar Daniel	COL	NASCIMENTO João Vi	BRA	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R32	1108	PEREIRA Patrik	BRA	RUALES Santiago	COL	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1121	SINCLAIR Ronan	CAN	HOLDER Chioke	BAR	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1122	ALVES Pedro Arthur	BRA	GOMEZ Lyan Gonzalo	ARG	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1123	MARTINS Icaro Migu	BRA	SILVA Cesar Daniel	COL	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1124	STEWART Jordan	CAN	PEREIRA Patrik	BRA	PTF	2:1
presidents-cup-america-2026	Senior Men +87kg	QF	1133	ALVES Pedro Arthur	BRA	SINCLAIR Ronan	CAN	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	QF	1134	MARTINS Icaro Migu	BRA	STEWART Jordan	CAN	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	SF	1139	ALVES Pedro Arthur	BRA	MARTINS Icaro Migu	BRA	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R32	1109	NAZARENO Cesar	ECU	TANSINI Pedro Henr	BRA	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R32	1110	CARLO Nicholas	USA	COLON Sebastian Ki	PER	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R32	1111	NIEVES Victor Manu	PUR	SOTO Miguel Angel	MEX	PTF	2:1
presidents-cup-america-2026	Senior Men +87kg	R32	1112	MACAGNAN Luiz Feli	BRA	LARA Emmanuel	MEX	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1125	SANSORES Carlos	MEX	NAZARENO Cesar	ECU	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1126	LEBEL Aubert	CAN	CARLO Nicholas	USA	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1127	WEBB Julian	WT	NIEVES Victor Manu	PUR	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	R16	1128	HEALY Jonathan	USA	MACAGNAN Luiz Feli	BRA	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	QF	1135	SANSORES Carlos	MEX	LEBEL Aubert	CAN	PTF	2:1
presidents-cup-america-2026	Senior Men +87kg	QF	1136	HEALY Jonathan	USA	WEBB Julian	WT	PTF	2:0
presidents-cup-america-2026	Senior Men +87kg	SF	1140	SANSORES Carlos	MEX	HEALY Jonathan	USA	PTF	2:1
presidents-cup-america-2026	Senior Men +87kg	F	1142	ALVES Pedro Arthur	BRA	SANSORES Carlos	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	R16	420	CHAN Leanna	USA	PORTIGLIOTTI Livia	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	R16	421	PEZZO Giorgia	CAN	TOLEDO Ludymilla	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	R16	422	RIVAS Victoria	ARG	CARTAGENA Mayra Ma	HON	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	QF	429	OLIVEIRA Mikaela	BRA	CHAN Leanna	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	QF	430	RIVAS Victoria	ARG	PEZZO Giorgia	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	SF	435	OLIVEIRA Mikaela	BRA	RIVAS Victoria	ARG	PTF	2:1
presidents-cup-america-2026	Senior Women -73kg	R16	423	AGUIRRE Fernanda	CHI	LEON Gabriela	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	R16	424	CHARRON Alexandra	CAN	LEWIS Kylie	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	QF	431	LEE Ava Soon	HAI	AGUIRRE Fernanda	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	QF	432	PAZ Kiara Nikol	COL	CHARRON Alexandra	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -73kg	SF	436	LEE Ava Soon	HAI	PAZ Kiara Nikol	COL	PTF	2:1
presidents-cup-america-2026	Senior Women -73kg	F	438	LEE Ava Soon	HAI	OLIVEIRA Mikaela	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R32	1208	SARMIENTO Natalia	MEX	MCGRADE Anna	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1217	SARMIENTO Natalia	MEX	MACEDO Sandy	BRA	RSC	1:1
presidents-cup-america-2026	Senior Women -67kg	R16	1218	VASQUEZ Eliana	PER	RUIZ Brenda Anahi	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1219	SOLTERO Leslie	MEX	REILLY Megan	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1220	CHUA Chloe	USA	SILVA Ivana Elen	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -67kg	QF	1229	SARMIENTO Natalia	MEX	VASQUEZ Eliana	PER	PTF	2:1
presidents-cup-america-2026	Senior Women -67kg	QF	1230	CHUA Chloe	USA	SOLTERO Leslie	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -67kg	SF	1235	CHUA Chloe	USA	SARMIENTO Natalia	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1221	ANDRIC Leonarda	CAN	GALLARDO Claudia	CHI	PTF	2:1
presidents-cup-america-2026	Senior Women -67kg	R16	1222	RAMIREZ Laura	COL	MARTINIC Priscila	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1223	BEAULIEU Gabrielle	CAN	GNIEDZIEJKO Jessic	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	R16	1224	TITONELI Milena	BRA	ALVAREZ Milagros L	URU	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	QF	1231	ANDRIC Leonarda	CAN	RAMIREZ Laura	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	QF	1232	BEAULIEU Gabrielle	CAN	TITONELI Milena	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	SF	1236	BEAULIEU Gabrielle	CAN	ANDRIC Leonarda	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -67kg	F	1238	CHUA Chloe	USA	BEAULIEU Gabrielle	CAN	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	R32	1001	MONJE Monserrat	CHI	RUIZ Arantxa	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1002	BREWSTER Ella	CAN	ZAPATERO Valeria A	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1003	MORALES Britney Li	CUB	MORONES Eloïse	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1004	MONTANO Alisson	ESA	STEIN Gabriele	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1005	DE Rafaella	BRA	DE Isadora	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R16	1012	SANTOS Caroline	BRA	MONJE Monserrat	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R16	1013	BREWSTER Ella	CAN	MORALES Britney Li	CUB	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R16	1014	RODRIGUEZ Karla Le	MEX	MONTANO Alisson	ESA	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	R16	1015	LEE Jessica Lynn	HAI	DE Rafaella	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	QF	1022	SANTOS Caroline	BRA	BREWSTER Ella	CAN	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	QF	1023	LEE Jessica Lynn	HAI	RODRIGUEZ Karla Le	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	SF	1030	LEE Jessica Lynn	HAI	SANTOS Caroline	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1006	SCHARDOSIN Giovann	BRA	CARNEIRO Celydiene	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1007	LEITE Ana Carolina	BRA	POIRE Aurelie	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1008	MALAGON Laura Nata	COL	CHAVEZ Maria Ferna	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1009	SANTERRE Frederiqu	CAN	GREENWOOD Makayla	USA	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	R32	1010	ISAAC Liz Mariana	COL	MACEA Aleysha	ARU	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R32	1011	FAZEKAS Isabella	USA	URBINA Camila	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	R16	1016	SCHARDOSIN Giovann	BRA	DEATON Danica	USA	DSQ	
presidents-cup-america-2026	Senior Women -62kg	R16	1017	MALAGON Laura Nata	COL	LEITE Ana Carolina	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	R16	1018	SANTERRE Frederiqu	CAN	ISAAC Liz Mariana	COL	PTF	2:1
presidents-cup-america-2026	Senior Women -62kg	R16	1019	MINA Mell	ECU	FAZEKAS Isabella	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	QF	1024	SCHARDOSIN Giovann	BRA	MALAGON Laura Nata	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	QF	1025	MINA Mell	ECU	SANTERRE Frederiqu	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	SF	1031	MINA Mell	ECU	SCHARDOSIN Giovann	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -62kg	F	1034	MINA Mell	ECU	LEE Jessica Lynn	HAI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	701	MILLER Montana	USA	PLAZAS Lyda	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	702	CLEONARES Ana Paul	PER	MEDINA Juliana	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	703	SOTO Isuangelis	PUR	AYALA Marely Loret	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -57kg	R32	707	PACHECO Maria Clar	BRA	MILLER Montana	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	708	PEREZ Andrea	PAN	DUARTE Chiara Agos	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	709	RISSI Maria Eduard	BRA	GOMEZ Valentina	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	710	LOPES Giovanna Vit	BRA	CAPETILLO Carolina	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	711	CLEONARES Ana Paul	PER	DELGADO Andrea	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	712	BINIMELIS Dailyn P	CHI	DELGADO Valentina	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	713	SALGADO Zaira Paul	MEX	REYNAUD Nicole	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	714	LINDO Neshi Lee	WT	SOTO Isuangelis	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	723	PACHECO Maria Clar	BRA	PEREZ Andrea	PAN	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	724	RISSI Maria Eduard	BRA	LOPES Giovanna Vit	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	725	BINIMELIS Dailyn P	CHI	CLEONARES Ana Paul	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	726	LINDO Neshi Lee	WT	SALGADO Zaira Paul	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	QF	731	PACHECO Maria Clar	BRA	RISSI Maria Eduard	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	QF	732	BINIMELIS Dailyn P	CHI	LINDO Neshi Lee	WT	PTF	2:1
presidents-cup-america-2026	Senior Women -57kg	SF	735	PACHECO Maria Clar	BRA	BINIMELIS Dailyn P	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	704	URETA Rocio	CHI	LORENZANA Larisa	ESA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	705	DE Nariam	PUR	BUSTOS Marianela	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R64	706	CATTAROZZI Milena	ARG	BORDA Sharol Shoma	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	715	DILLON Faith	USA	URETA Rocio	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	716	CORDOVA Lyneth	PER	GUEVARA Jazmin	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	717	JIMENEZ Regina	MEX	BROOKS Brenda	PAN	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	718	VILLEGAS Fabiola G	MEX	DE Nariam	PUR	PTF	2:1
presidents-cup-america-2026	Senior Women -57kg	R32	719	SEPULVEDA María Ju	ARG	AHN Iana	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	720	RICO Berenice	MEX	NUNES Karolyne	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -57kg	R32	721	MACHADO Lara	BRA	SALDAÑA Angelyn Sm	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R32	722	PARK Skylar	CAN	CATTAROZZI Milena	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	727	DILLON Faith	USA	CORDOVA Lyneth	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	728	VILLEGAS Fabiola G	MEX	JIMENEZ Regina	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	R16	729	SEPULVEDA María Ju	ARG	RICO Berenice	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -57kg	R16	730	PARK Skylar	CAN	MACHADO Lara	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	QF	733	DILLON Faith	USA	VILLEGAS Fabiola G	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	QF	734	PARK Skylar	CAN	SEPULVEDA María Ju	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	SF	736	DILLON Faith	USA	PARK Skylar	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -57kg	F	737	PACHECO Maria Clar	BRA	DILLON Faith	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R64	501	CARPENTIER Vicky	CAN	SHUMSKY Sofia	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	502	BARROS Nivea	BRA	CARPENTIER Vicky	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	503	KHAN Laila	CAN	QUIÑONES Javiera	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	504	MORONÈS Béatrice	CAN	PRIETO Angie Natal	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	505	LORENZO Renata Mer	MEX	MENDEZ Karen Miche	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	506	MENDOZA Padme Abig	MEX	CHOI Ashley	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	507	CELORIO Vania Judi	MEX	ALMEIDA Ana Clara	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	508	PEDROZO Beatriz	BRA	CONTRERAS Renata	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	509	DANIEL Melina	USA	DUMAS Mathilde	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R16	518	KHAN Laila	CAN	BARROS Nivea	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	R16	519	LORENZO Renata Mer	MEX	MORONÈS Béatrice	CAN	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	R16	520	CELORIO Vania Judi	MEX	MENDOZA Padme Abig	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R16	521	PEDROZO Beatriz	BRA	DANIEL Melina	USA	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	QF	526	KHAN Laila	CAN	LORENZO Renata Mer	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	QF	527	PEDROZO Beatriz	BRA	CELORIO Vania Judi	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	SF	530	PEDROZO Beatriz	BRA	KHAN Laila	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	510	FERRERIRA Nadia	MEX	GOMEZ Isidora	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	511	BEZERRA Camila	BRA	OLIVEIRA Rayssa	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	512	MONTAÑEZ Sofia	MEX	WEBER Logan	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	513	SANCHO Laura	WT	ESPINOZA Danya Mic	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	514	TOSI Emily	CAN	GARZON Marjorie Da	ECU	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	515	SALCEDO Edileny	DOM	BAEZ Sofia	PUR	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	R32	516	RICARD Maude	CAN	CABRERA Beira	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R32	517	ROSSI Larissa Nasc	BRA	ALMENDAREZ Ashley	HON	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R16	522	FERRERIRA Nadia	MEX	BEZERRA Camila	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	R16	523	SANCHO Laura	WT	MONTAÑEZ Sofia	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	R16	524	SALCEDO Edileny	DOM	TOSI Emily	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	R16	525	ROSSI Larissa Nasc	BRA	RICARD Maude	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	QF	528	FERRERIRA Nadia	MEX	SANCHO Laura	WT	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	QF	529	ROSSI Larissa Nasc	BRA	SALCEDO Edileny	DOM	PTF	2:1
presidents-cup-america-2026	Senior Women -53kg	SF	531	FERRERIRA Nadia	MEX	ROSSI Larissa Nasc	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -53kg	F	532	PEDROZO Beatriz	BRA	FERRERIRA Nadia	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -49kg	R32	401	SEGURA Amy	PER	MARQUES Camila Mar	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	402	PEIXOTO Laura Beat	BRA	OROZCO Angelique	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	403	MONELL Alondra	PUR	CAMPUSANO Rosa Mar	DOM	PTF	2:1
presidents-cup-america-2026	Senior Women -49kg	R32	404	SILVA Zelzin Virid	MEX	DE Nicholle	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	405	ZAMBRANO Andrea Ma	MEX	GONZALEZ Diana Lau	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	412	GOSCH Camilly	BRA	SEGURA Amy	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	413	PEIXOTO Laura Beat	BRA	MONELL Alondra	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	414	MATA Maya	USA	SILVA Zelzin Virid	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	415	RAMIREZ Andrea	COL	ZAMBRANO Andrea Ma	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -49kg	QF	425	GOSCH Camilly	BRA	PEIXOTO Laura Beat	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	QF	426	RAMIREZ Andrea	COL	MATA Maya	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	SF	433	GOSCH Camilly	BRA	RAMIREZ Andrea	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	406	ASTAPENKA Alisa	CHI	MENDEZ Barbara Reg	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	407	GRIPPOLI Maria Sar	URU	DA Maria Luiza	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	408	YAMADA Trinity	USA	SILVA Lis Danielle	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	409	PETERSON Ceili	GUY	AYVAZYAN Melanie G	ARM	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	410	KAFADAR Josipa	CAN	DOURADO Jhennifer	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R32	411	RODRIGUEZ Priscila	ARG	GALLO Lucero Shecc	MEX	WDR	
presidents-cup-america-2026	Senior Women -49kg	R16	416	SOUZA Daniela Paol	MEX	ASTAPENKA Alisa	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	417	GRIPPOLI Maria Sar	URU	YAMADA Trinity	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	418	KAFADAR Josipa	CAN	PETERSON Ceili	GUY	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	R16	419	ROMERO Jazleen	USA	RODRIGUEZ Priscila	ARG	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	QF	427	SOUZA Daniela Paol	MEX	GRIPPOLI Maria Sar	URU	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	QF	428	KAFADAR Josipa	CAN	ROMERO Jazleen	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -49kg	SF	434	SOUZA Daniela Paol	MEX	KAFADAR Josipa	CAN	PTF	2:1
presidents-cup-america-2026	Senior Women -49kg	F	437	GOSCH Camilly	BRA	SOUZA Daniela Paol	MEX	RSC	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	101	MUÑOZ Darling	CHI	GONÇALVES Anna	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	102	GOEBEL Crosby	USA	PEREZ Jennyffer Al	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	103	QUINTAL Ana Sayuri	MEX	YUPANQUI Nayeli	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	104	MUND Deeksha	USA	ABARCA Cinthya A.	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	105	AZEVEDO Ariele Euc	BRA	PADILLA Samira	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	112	BASSETT Jaycee	WT	MUÑOZ Darling	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	113	GOEBEL Crosby	USA	QUINTAL Ana Sayuri	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -46kg	R16	114	MUND Deeksha	USA	ROSALES Gabriela	VEN	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	115	RAMIREZ Danna Isab	COL	AZEVEDO Ariele Euc	BRA	PTF	2:1
presidents-cup-america-2026	Senior Women -46kg	QF	120	GOEBEL Crosby	USA	BASSETT Jaycee	WT	PTF	2:1
presidents-cup-america-2026	Senior Women -46kg	QF	121	RAMIREZ Danna Isab	COL	MUND Deeksha	USA	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	SF	124	GOEBEL Crosby	USA	RAMIREZ Danna Isab	COL	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	106	PADILLA Damaris Ai	PER	CALDERON Katherine	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	107	SILVA Julia	BRA	SUAREZ Alessandra	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	108	MARTINS Giovanna	BRA	NATTO Alexandra	JAM	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	109	LARREYNAGA Marjori	ESA	CUADROS Nicholle A	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	110	PEREIRA Emily Edua	BRA	GOMEZ Nayeli	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R32	111	GONZALEZ Samantha	MEX	MONARDEZ Agustina	CHI	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	116	ALERS Alannis Mich	PUR	PADILLA Damaris Ai	PER	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	117	SILVA Julia	BRA	MARTINS Giovanna	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	118	PEREIRA Emily Edua	BRA	LARREYNAGA Marjori	ESA	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	R16	119	GONZALEZ Samantha	MEX	HERNANDEZ Fernanda	MEX	PTF	2:1
presidents-cup-america-2026	Senior Women -46kg	QF	122	SILVA Julia	BRA	ALERS Alannis Mich	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	QF	123	GONZALEZ Samantha	MEX	PEREIRA Emily Edua	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	SF	125	SILVA Julia	BRA	GONZALEZ Samantha	MEX	PTF	2:0
presidents-cup-america-2026	Senior Women -46kg	F	126	SILVA Julia	BRA	GOEBEL Crosby	USA	PTF	2:1
presidents-cup-america-2026	Senior Women +73kg	R16	1020	WEEKES Crystal	PUR	LUKIC Maya	CAN	PTF	2:0
presidents-cup-america-2026	Senior Women +73kg	QF	1026	ALADE Naomi	USA	WEEKES Crystal	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women +73kg	QF	1027	VASCONCELOS Elis	BRA	ROMAN Naishka	PUR	PTF	2:0
presidents-cup-america-2026	Senior Women +73kg	SF	1032	ALADE Naomi	USA	VASCONCELOS Elis	BRA	PTF	2:0
presidents-cup-america-2026	Senior Women +73kg	R16	1021	VIANA Alena	USA	FUENTES Lisa Juani	ARG	PTF	2:0
